product_name,brand,price,discount_price,img_url,quantity,category,sub_category,absolute_url
Onion (Loose),Fresho,69.75,52.0,https://www.bigbasket.com/media/uploads/p/l/40075537_5-fresho-onion.jpg,2 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/40075537/fresho-onion-2-kg/
Onion,Fresho,174.35,130.0,https://www.bigbasket.com/media/uploads/p/l/1201414_1-fresho-onion.jpg,5 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/1201414/fresho-onion-5-kg/
Onion (Loose),Fresho,34.87,26.0,https://www.bigbasket.com/media/uploads/p/l/10000148_30-fresho-onion.jpg,1 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000148/fresho-onion-1-kg/
Onion,Fresho,69.74,52.0,https://www.bigbasket.com/media/uploads/p/l/1201413_1-fresho-onion.jpg,2 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/1201413/fresho-onion-2-kg/
Onion (Loose),Fresho,174.37,129.0,https://www.bigbasket.com/media/uploads/p/l/10000150_19-fresho-onion.jpg,5 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000150/fresho-onion-5-kg/
"Farm Eggs - Table Tray, Medium, Antibiotic Residue-Free",Fresho,110.0,78.0,https://www.bigbasket.com/media/uploads/p/l/40072320_2-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,12 pcs,"Eggs, Meat & Fish",Farm Eggs,https://www.bigbasket.com/pd/40072320/fresho-farm-eggs-table-tray-medium-antibiotic-residue-free-12-pcs/
"Farm Eggs - Table Tray, Medium, Antibiotic Residue-Free",Fresho,210.0,181.0,https://www.bigbasket.com/media/uploads/p/l/150502_6-fresho-farm-eggs-table-tray-medium-antibiotic-residue-free.jpg,30 pcs,"Eggs, Meat & Fish",Farm Eggs,https://www.bigbasket.com/pd/150502/fresho-farm-eggs-table-tray-medium-antibiotic-residue-free-30-pcs/
Potato (Loose),Fresho,50.32,38.75,https://www.bigbasket.com/media/uploads/p/l/40048457_9-fresho-potato-new-crop.jpg,1 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/40048457/fresho-potato-new-crop-1-kg/
Potato,Fresho,100.65,77.5,https://www.bigbasket.com/media/uploads/p/l/40162469_6-fresho-potato-new-crop.jpg,2 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/40162469/fresho-potato-new-crop-2-kg/
Eggs - Regular,Fresho,250.0,250.0,https://www.bigbasket.com/media/uploads/p/l/1205938_1-fresho-eggs-regular.jpg,5x6 pcs,"Eggs, Meat & Fish",Farm Eggs,https://www.bigbasket.com/pd/1205938/fresho-eggs-regular-5x6-pcs/
"Farm Eggs - Regular, Medium, Antibiotic Residue-Free",Fresho,50.0,38.0,https://www.bigbasket.com/media/uploads/p/l/281204_9-fresho-farm-eggs-regular-medium-antibiotic-residue-free.jpg,6 pcs,"Eggs, Meat & Fish",Farm Eggs,https://www.bigbasket.com/pd/281204/fresho-farm-eggs-regular-medium-antibiotic-residue-free-6-pcs/
Eggs - Regular,Fresho,100.0,76.0,https://www.bigbasket.com/media/uploads/p/l/1203477_2-fresho-eggs-regular.jpg,2x6 pcs,"Eggs, Meat & Fish",Farm Eggs,https://www.bigbasket.com/pd/1203477/fresho-eggs-regular-2x6-pcs/
Eggs - Regular,Fresho,200.0,200.0,https://www.bigbasket.com/media/uploads/p/l/1205933_1-fresho-eggs-regular.jpg,4x6 pcs,"Eggs, Meat & Fish",Farm Eggs,https://www.bigbasket.com/pd/1205933/fresho-eggs-regular-4x6-pcs/
Atta/Godihittu - Whole Wheat,Aashirvaad,119.0,118.0,https://www.bigbasket.com/media/uploads/p/l/161826_8-aashirvaad-atta-whole-wheat.jpg,2 kg,"Foodgrains, Oil & Masala",Atta Whole Wheat,https://www.bigbasket.com/pd/161826/aashirvaad-atta-whole-wheat-2-kg-pouch/
Atta/Godihittu - Whole Wheat,Aashirvaad,301.0,292.0,https://www.bigbasket.com/media/uploads/p/l/126903_9-aashirvaad-atta-whole-wheat.jpg,5 kg,"Foodgrains, Oil & Masala",Atta Whole Wheat,https://www.bigbasket.com/pd/126903/aashirvaad-atta-whole-wheat-5-kg-pouch/
Atta/Godihittu - Whole Wheat,Aashirvaad,65.0,63.0,https://www.bigbasket.com/media/uploads/p/l/30006887_7-aashirvaad-atta-whole-wheat.jpg,1 kg,"Foodgrains, Oil & Masala",Atta Whole Wheat,https://www.bigbasket.com/pd/30006887/aashirvaad-atta-whole-wheat-1-kg-pouch/
Tomato - Hybrid (Loose),Fresho,26.9,17.5,https://www.bigbasket.com/media/uploads/p/l/10000200_17-fresho-tomato-hybrid.jpg,1 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000200/fresho-tomato-hybrid-1-kg/
Tomato - Hybrid (Loose),Fresho,13.45,9.0,https://www.bigbasket.com/media/uploads/p/l/10000201_15-fresho-tomato-hybrid.jpg,500 g,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000201/fresho-tomato-hybrid-500-g/
Tea,Red Label,40.0,40.0,https://www.bigbasket.com/media/uploads/p/l/266616_16-red-label-tea.jpg,100 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266616/red-label-tea-100-g/
Tea,Red Label,285.0,285.0,https://www.bigbasket.com/media/uploads/p/l/266569_16-red-label-tea.jpg,500 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266569/red-label-tea-500-g-carton/
Tea,Red Label,145.0,132.0,https://www.bigbasket.com/media/uploads/p/l/266575_18-red-label-tea.jpg,250 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266575/red-label-tea-250-g-carton/
Tea,Red Label,570.0,526.0,https://www.bigbasket.com/media/uploads/p/l/102871_11-red-label-tea.jpg,1 Kg,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/102871/red-label-tea-1-kg/
Paneer - Premium Fresh,Milky Mist,470.0,440.0,https://www.bigbasket.com/media/uploads/p/l/137575_4-milky-mist-paneer-premium-fresh.jpg,1 kg,"Bakery, Cakes & Dairy","Paneer, Tofu & Cream",https://www.bigbasket.com/pd/137575/milky-mist-paneer-premium-fresh-1-kg-pouch/
Paneer - Premium Fresh,Milky Mist,224.0,224.0,https://www.bigbasket.com/media/uploads/p/l/1200164_3-milky-mist-paneer-premium-fresh.jpg,2x200 g,"Bakery, Cakes & Dairy","Paneer, Tofu & Cream",https://www.bigbasket.com/pd/1200164/milky-mist-paneer-premium-fresh-2x200-g/
Paneer - Premium Fresh,Milky Mist,275.0,255.0,https://www.bigbasket.com/media/uploads/p/l/40003150_3-milky-mist-paneer-premium-fresh.jpg,500 g,"Bakery, Cakes & Dairy","Paneer, Tofu & Cream",https://www.bigbasket.com/pd/40003150/milky-mist-paneer-premium-fresh-500-g-pouch/
Paneer - Premium Fresh,Milky Mist,112.0,112.0,https://www.bigbasket.com/media/uploads/p/l/264679_3-milky-mist-paneer-premium-fresh.jpg,200 g,"Bakery, Cakes & Dairy","Paneer, Tofu & Cream",https://www.bigbasket.com/pd/264679/milky-mist-paneer-premium-fresh-200-g-pouch/
Tomato - Local (Loose),Fresho,25.97,17.5,https://www.bigbasket.com/media/uploads/p/l/10000203_16-fresho-tomato-local.jpg,1 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000203/fresho-tomato-local-1-kg/
Tomato - Local (Loose),Fresho,12.99,9.0,https://www.bigbasket.com/media/uploads/p/l/10000204_16-fresho-tomato-local.jpg,500 g,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000204/fresho-tomato-local-500-g/
Carrot - Orange (Loose),Fresho,50.65,39.0,https://www.bigbasket.com/media/uploads/p/l/10000072_16-fresho-carrot-orange.jpg,500 g,Fruits & Vegetables,Root Vegetables,https://www.bigbasket.com/pd/10000072/fresho-carrot-orange-500-g/
Carrot - Orange (Loose),Fresho,101.3,78.0,https://www.bigbasket.com/media/uploads/p/l/10000070_15-fresho-carrot-orange.jpg,1 kg,Fruits & Vegetables,Root Vegetables,https://www.bigbasket.com/pd/10000070/fresho-carrot-orange-1-kg/
Carrot - Orange (Loose),Fresho,25.32,19.5,https://www.bigbasket.com/media/uploads/p/l/10000071_14-fresho-carrot-orange.jpg,250 g,Fruits & Vegetables,Root Vegetables,https://www.bigbasket.com/pd/10000071/fresho-carrot-orange-250-g/
2-Minute Instant Noodles - Masala,MAGGI ,82.0,72.0,https://www.bigbasket.com/media/uploads/p/l/266112_17-maggi-2-minute-instant-noodles-masala.jpg,420 g,Snacks & Branded Foods,Instant Noodles,https://www.bigbasket.com/pd/266112/maggi-2-minute-instant-noodles-masala-420-g-pouch/
Masala Instant Noodles Vegetarian,MAGGI ,14.0,14.0,https://www.bigbasket.com/media/uploads/p/l/266160_19-maggi-masala-instant-noodles-vegetarian.jpg,70 g,Snacks & Branded Foods,Instant Noodles,https://www.bigbasket.com/pd/266160/maggi-masala-instant-noodles-vegetarian-70-g-pouch/
"2-Minute Noodles Masala - Made With Quality Spices, Rich In Fibre",MAGGI ,168.0,156.0,https://www.bigbasket.com/media/uploads/p/l/40125873_4-maggi-2-minute-noodles-masala.jpg,70 g,Snacks & Branded Foods,Instant Noodles,https://www.bigbasket.com/pd/40125873/maggi-2-minute-noodles-masala-840-g/
"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",MAGGI ,55.0,52.5,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,280 g,Snacks & Branded Foods,Instant Noodles,https://www.bigbasket.com/pd/266162/maggi-2-minute-instant-noodles-masala-280-g-pouch/
Masala 2 Minute Instant Noodles,MAGGI ,28.0,28.0,https://www.bigbasket.com/media/uploads/p/l/266165_14-maggi-masala-2-minute-instant-noodles.jpg,140 g,Snacks & Branded Foods,Instant Noodles,https://www.bigbasket.com/pd/266165/maggi-masala-2-minute-instant-noodles-140-g-pouch/
"2-Minute Instant Masala Noodles - Made With Quality Spices, Goodness Of Iron",MAGGI ,109.0,109.0,https://www.bigbasket.com/media/uploads/p/l/266109_19-maggi-2-minute-instant-noodles-masala.jpg,560 g,Snacks & Branded Foods,Instant Noodles,https://www.bigbasket.com/pd/266109/maggi-2-minute-instant-noodles-masala-560-g-pouch/
Idly Dosa Batter,iD Fresho,158.0,145.0,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,2x1 kg,Snacks & Branded Foods,Breakfast & Snack Mixes,https://www.bigbasket.com/pd/1208825/id-fresho-idly-dosa-batter-2x1-kg/
Idly & Dosa Batter,iD Fresho,79.0,72.5,https://www.bigbasket.com/media/uploads/p/l/271205_14-id-fresho-idly-dosa-batter.jpg,1 Kg,Snacks & Branded Foods,Breakfast & Snack Mixes,https://www.bigbasket.com/pd/271205/id-fresho-idly-dosa-batter-1-kg/
"Rice/Akki - Raw, Sona Masoori",BB Royal,70.0,57.0,https://www.bigbasket.com/media/uploads/p/l/10000457_13-bb-royal-rice-raw-sona-masoori.jpg,1 kg,"Foodgrains, Oil & Masala",Raw Rice,https://www.bigbasket.com/pd/10000457/bb-royal-rice-raw-sona-masoori-1-kg-pouch/
"Rice/Akki - Raw, Sona Masoori, 12-17 Months Old",BB Royal,700.0,545.0,https://www.bigbasket.com/media/uploads/p/l/10000404_18-bb-royal-rice-raw-sona-masoori-12-17-months-old.jpg,10 kg,"Foodgrains, Oil & Masala",Raw Rice,https://www.bigbasket.com/pd/10000404/bb-royal-rice-raw-sona-masoori-12-17-months-old-10-kg-bag/
Sona Masoori Raw Rice/Akki,BB Royal,1750.0,1245.0,https://www.bigbasket.com/media/uploads/p/l/20001214_15-bb-royal-sona-masoori-raw-rice.jpg,25 kg,"Foodgrains, Oil & Masala",Raw Rice,https://www.bigbasket.com/pd/20001214/bb-royal-sona-masoori-raw-rice-25-kg-bag/
"Rice/Akki - Raw, Sona Masoori",BB Royal,350.0,280.0,https://www.bigbasket.com/media/uploads/p/l/10000415_14-bb-royal-rice-raw-sona-masoori.jpg,5 kg,"Foodgrains, Oil & Masala",Raw Rice,https://www.bigbasket.com/pd/10000415/bb-royal-rice-raw-sona-masoori-5-kg-bag/
"Tender Coconut Water - No Added Sugar, Flavours",Fresho,50.0,39.0,https://www.bigbasket.com/media/uploads/p/l/40216129_10-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,200 ml,Beverages,Juices,https://www.bigbasket.com/pd/40216129/fresho-tender-coconut-water-no-added-sugar-flavours-200-ml-bottle/
"Tender Coconut Water - No Added Sugar, Flavours",Fresho,200.0,151.0,https://www.bigbasket.com/media/uploads/p/l/1214882_8-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,4x200 ml,Beverages,Juices,https://www.bigbasket.com/pd/1214882/fresho-tender-coconut-water-no-added-sugar-flavours-4x200-ml-bottle/
"Tender Coconut Water - No Added Sugar, Flavours",Fresho,300.0,219.0,https://www.bigbasket.com/media/uploads/p/l/1214883_8-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,6x200 ml,Beverages,Juices,https://www.bigbasket.com/pd/1214883/fresho-tender-coconut-water-no-added-sugar-flavours-6x200-ml-bottle/
"Tender Coconut Water - No Added Sugar, Flavours",Fresho,400.0,288.0,https://www.bigbasket.com/media/uploads/p/l/1214884_9-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,8x200 ml,Beverages,Juices,https://www.bigbasket.com/pd/1214884/fresho-tender-coconut-water-no-added-sugar-flavours-8x200-ml-bottle/
"Tender Coconut Water - No Added Sugar, Flavours",Fresho,600.0,417.6,https://www.bigbasket.com/media/uploads/p/l/1214885_4-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,12x200 ml,Beverages,Juices,https://www.bigbasket.com/pd/1214885/fresho-tender-coconut-water-no-added-sugar-flavours-12x200-ml-bottle/
"Tender Coconut Water - No Added Sugar, Flavours",Fresho,1200.0,806.4,https://www.bigbasket.com/media/uploads/p/l/1214886_8-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,24x200 ml,Beverages,Juices,https://www.bigbasket.com/pd/1214886/fresho-tender-coconut-water-no-added-sugar-flavours-24x200-ml-bottle/
Original Extra Virgin Olive Oil,BORGES,1400.0,728.0,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,1 L,Gourmet & World Food,Extra Virgin Olive Oil,https://www.bigbasket.com/pd/40006250/borges-extra-virgin-olive-oil-1-l-pet-bottle/
Extra Virgin Olive Oil,BORGES,6000.0,3060.0,https://www.bigbasket.com/media/uploads/p/l/40208261_1-borges-extra-virgin-olive-oil.jpg,5 L,Gourmet & World Food,Extra Virgin Olive Oil,https://www.bigbasket.com/pd/40208261/borges-extra-virgin-olive-oil-5-l-pet-jar/
Original Extra Virgin Olive Oil,BORGES,2700.0,1377.0,https://www.bigbasket.com/media/uploads/p/l/40191534_1-borges-extra-virgin-olive-oil.jpg,2 L,Gourmet & World Food,Extra Virgin Olive Oil,https://www.bigbasket.com/pd/40191534/borges-extra-virgin-olive-oil-2-l-pet-bottle/
Frozen Green Peas,Fresho,135.0,99.0,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,500 g,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/40192104/fresho-frozen-green-peas-500-g-pouch/
Frozen Green Peas,Fresho,480.0,378.0,https://www.bigbasket.com/media/uploads/p/l/1214513_9-fresho-frozen-green-peas.jpg,2x1 kg,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/1214513/fresho-frozen-green-peas-2x1-kg-slider-zip-standy-pouch/
Frozen Green Peas,Fresho,240.0,189.0,https://www.bigbasket.com/media/uploads/p/l/40163718_11-fresho-frozen-green-peas.jpg,1 Kg,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/40163718/fresho-frozen-green-peas-1-kg-slider-zip-standy-pouch/
Frozen Green Peas,Fresho,270.0,198.0,https://www.bigbasket.com/media/uploads/p/l/1210065_9-fresho-frozen-green-peas.jpg,2x500 g,Snacks & Branded Foods,Frozen Vegetables,https://www.bigbasket.com/pd/1210065/fresho-frozen-green-peas-2x500-g-pouch/
Tea - Natural Care,Red Label,650.0,567.0,https://www.bigbasket.com/media/uploads/p/l/226491_10-red-label-tea-natural-care.jpg,1 kg,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/226491/red-label-tea-natural-care-1-kg/
Tea - Natural Care,Red Label,170.0,151.0,https://www.bigbasket.com/media/uploads/p/l/266615_12-red-label-tea-natural-care.jpg,250 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266615/red-label-tea-natural-care-250-g/
Tea - Natural Care,Red Label,330.0,296.0,https://www.bigbasket.com/media/uploads/p/l/274791_12-red-label-tea-natural-care.jpg,500 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/274791/red-label-tea-natural-care-500-g/
Tea - Natural Care,Red Label,65.0,65.0,https://www.bigbasket.com/media/uploads/p/l/266583_10-red-label-tea-natural-care.jpg,100 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266583/red-label-tea-natural-care-100-g/
Tea,Taj Mahal,800.0,730.0,https://www.bigbasket.com/media/uploads/p/l/137936_11-taj-mahal-tea.jpg,1 Kg,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/137936/taj-mahal-tea-1-kg-carton/
Tea,Taj Mahal,410.0,391.0,https://www.bigbasket.com/media/uploads/p/l/266564_11-taj-mahal-tea.jpg,500 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266564/taj-mahal-tea-500-g/
Rich & Flavourful Tea,Taj Mahal,90.0,90.0,https://www.bigbasket.com/media/uploads/p/l/266597_12-taj-mahal-rich-flavourful-tea.jpg,100 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266597/taj-mahal-rich-flavourful-tea-100-g/
Tea,Taj Mahal,220.0,220.0,https://www.bigbasket.com/media/uploads/p/l/266551_8-taj-mahal-tea.jpg,250 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/266551/taj-mahal-tea-250-g/
Ladies Finger (Loose),Fresho,31.82,24.5,https://www.bigbasket.com/media/uploads/p/l/10000144_13-fresho-ladies-finger.jpg,500 g,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000144/fresho-ladies-finger-500-g/
Ladies Finger (Loose),Fresho,63.64,49.0,https://www.bigbasket.com/media/uploads/p/l/10000142_16-fresho-ladies-finger.jpg,1 kg,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000142/fresho-ladies-finger-1-kg/
Ladies Finger (Loose),Fresho,15.91,12.25,https://www.bigbasket.com/media/uploads/p/l/10000143_14-fresho-ladies-finger.jpg,250 g,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000143/fresho-ladies-finger-250-g/
Cumin/Jeera/Jeerige - Whole,BB Royal,600.0,380.0,https://www.bigbasket.com/media/uploads/p/l/40030808_10-bb-royal-cuminjeera-whole.jpg,1 kg,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40030808/bb-royal-cuminjeera-whole-1-kg/
Cumin/Jeera/Jeerige - Whole,BB Royal,300.0,192.0,https://www.bigbasket.com/media/uploads/p/l/40026603_9-bb-royal-cuminjeera-whole.jpg,500 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40026603/bb-royal-cuminjeera-whole-500-g-pouch/
Cumin/Jeera/Jeerige - Whole,BB Royal,30.0,20.0,https://www.bigbasket.com/media/uploads/p/l/30000308_10-bb-royal-cuminjeera-whole.jpg,50 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/30000308/bb-royal-cuminjeera-whole-50-g/
Cumin/Jeera/Jeerige - Whole,BB Royal,120.0,78.0,https://www.bigbasket.com/media/uploads/p/l/10000486_14-bb-royal-cuminjeera-whole.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/10000486/bb-royal-cuminjeera-whole-200-g-pouch/
Cumin/Jeera/Jeerige - Whole,BB Royal,60.0,40.0,https://www.bigbasket.com/media/uploads/p/l/10000479_13-bb-royal-cuminjeera-whole.jpg,100 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/10000479/bb-royal-cuminjeera-whole-100-g-pouch/
GoodLife UHT Treated Toned Milk,Nandini,28.0,28.0,https://www.bigbasket.com/media/uploads/p/l/242671_1-nandini-goodlife-toned-milk.jpg,500 ml,"Bakery, Cakes & Dairy",Milk,https://www.bigbasket.com/pd/242671/nandini-goodlife-toned-milk-500-ml-pouch/
GoodLife UHT Treated Toned Milk,Nandini,60.0,60.0,https://www.bigbasket.com/media/uploads/p/l/100285703_15-nandini-goodlife-toned-milk.jpg,1 L,"Bakery, Cakes & Dairy",Milk,https://www.bigbasket.com/pd/100285703/nandini-goodlife-toned-milk-1-l-carton/
"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",Tata Tea Gold,620.0,527.0,https://www.bigbasket.com/media/uploads/p/l/240065_14-tata-tea-gold-tea.jpg,1 kg,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/240065/tata-tea-gold-tea-1-kg/
Tea,Tata Tea Gold,145.0,145.0,https://www.bigbasket.com/media/uploads/p/l/263642_19-tata-tea-gold-tea.jpg,250 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/263642/tata-tea-gold-tea-250-g/
"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",Tata Tea Gold,285.0,232.0,https://www.bigbasket.com/media/uploads/p/l/240067_19-tata-tea-gold-tea.jpg,500 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/240067/tata-tea-gold-tea-500-g/
Tea,Tata Tea Gold,40.0,40.0,https://www.bigbasket.com/media/uploads/p/l/264565_4-tata-tea-gold-tea.jpg,100 g,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/264565/tata-tea-gold-tea-100-g/
Tea,Tata Tea Gold,885.0,708.0,https://www.bigbasket.com/media/uploads/p/l/40200082_3-tata-tea-gold-tea.jpg,1.5 Kg,Beverages,Leaf & Dust Tea,https://www.bigbasket.com/pd/40200082/tata-tea-gold-tea-15-kg/
Sun Lite - Sunflower Refined Oil,Fortune ,189.0,181.0,https://www.bigbasket.com/media/uploads/p/l/274145_14-fortune-sun-lite-sunflower-refined-oil.jpg,1 L,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil",https://www.bigbasket.com/pd/274145/fortune-sun-lite-sunflower-refined-oil-1-l-pouch/
Sunflower Refined Oil - Sun Lite,Fortune ,567.0,534.0,https://www.bigbasket.com/media/uploads/p/l/1204455_2-fortune-sunflower-refined-oil-sun-lite.jpg,3x910 g,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil",https://www.bigbasket.com/pd/1204455/fortune-sunflower-refined-oil-sun-lite-3x910-g/
Sunrise Instant Coffee - Chicory Mixture,Nescafe ,95.0,90.0,https://www.bigbasket.com/media/uploads/p/l/20005895_6-nescafe-sunrise-instant-coffee-chicory-mixture.jpg,50 g,Beverages,Instant Coffee,https://www.bigbasket.com/pd/20005895/nescafe-sunrise-instant-coffee-chicory-mixture-50-g-pouch/
Sunrise Rich Aroma,Nescafe ,795.0,795.0,https://www.bigbasket.com/media/uploads/p/l/40111434_10-nescafe-sunrise-rich-aroma.jpg,500 g,Beverages,Instant Coffee,https://www.bigbasket.com/pd/40111434/nescafe-sunrise-rich-aroma-500-g-pouch/
"Sunrise Instant Coffee Powder - Chicory Mix, Extra Strong",Nescafe ,785.0,785.0,https://www.bigbasket.com/media/uploads/p/l/118572_3-nescafe-sunrise-extra-sachet.jpg,1 kg,Beverages,Instant Coffee,https://www.bigbasket.com/pd/118572/nescafe-sunrise-extra-sachet-1-kg-pouch/
"Sunrise Instant Coffee - Chicory Mix, Rich In Aroma & Flavour",Nescafe ,190.0,190.0,https://www.bigbasket.com/media/uploads/p/l/292149_7-nescafe-sunrise-instant-coffee-chicory-mix.jpg,100 g,Beverages,Instant Coffee,https://www.bigbasket.com/pd/292149/nescafe-sunrise-instant-coffee-chicory-mix-100-g-pouch/
"Sunrise Instant Coffee-Chicory Mix, Rich In Aroma & Flavour,",Nescafe ,10.0,10.0,https://www.bigbasket.com/media/uploads/p/l/40020215_6-nescafe-sunrise-coffee.jpg,10 g,Beverages,Instant Coffee,https://www.bigbasket.com/pd/40020215/nescafe-sunrise-coffee-9-g-pouch/
Sunrise Instant Coffee,Nescafe ,5.0,5.0,https://www.bigbasket.com/media/uploads/p/l/40020218_3-nescafe-sunrise-instant-coffee.jpg,5.5 g,Beverages,Instant Coffee,https://www.bigbasket.com/pd/40020218/nescafe-sunrise-instant-coffee-55-g-pouch/
"Sunrise Instant Coffee - Chicory Mix, Rich In Aroma & Flavour",Nescafe ,380.0,338.0,https://www.bigbasket.com/media/uploads/p/l/241695_13-nescafe-sunrise-rich-aroma-instant-coffee-chicory-mix.jpg,200 g,Beverages,Instant Coffee,https://www.bigbasket.com/pd/241695/nescafe-sunrise-rich-aroma-instant-coffee-chicory-mix-200-g-pouch/
Pasteurised Butter,Amul,255.0,251.0,https://www.bigbasket.com/media/uploads/p/l/104864_8-amul-butter-pasteurised.jpg,500 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/104864/amul-butter-pasteurised-500-g-carton/
Butter - Pasteurized,Amul,104.0,99.96,https://www.bigbasket.com/media/uploads/p/l/1200163_4-amul-butter-pasteurized.jpg,2x100 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/1200163/amul-butter-pasteurized-2x100-g/
Butter - Pasteurized,Amul,510.0,502.0,https://www.bigbasket.com/media/uploads/p/l/1202759_3-amul-butter-pasteurized.jpg,2x500 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/1202759/amul-butter-pasteurized-2x500-g/
Butter - Pasteurised,Amul,156.0,149.94,https://www.bigbasket.com/media/uploads/p/l/1205137_3-amul-butter-pasteurized-carton.jpg,3x100 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/1205137/amul-butter-pasteurized-carton-3x100-g/
Pasteurised Butter,Amul,52.0,51.0,https://www.bigbasket.com/media/uploads/p/l/104860_8-amul-butter-pasteurised.jpg,100 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/104860/amul-butter-pasteurised-100-g-carton/
Butter - Pasteurized,Amul,208.0,204.0,https://www.bigbasket.com/media/uploads/p/l/1204991_3-amul-butter-pasteurized.jpg,4x100 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/1204991/amul-butter-pasteurized-4x100-g/
"Farm Fresh Curd/Dahi - Premium, No Preservatives",Milky Mist,46.0,45.0,https://www.bigbasket.com/media/uploads/p/l/40003162_4-milky-mist-curd-farm-fresh.jpg,500 g,"Bakery, Cakes & Dairy",Curd,https://www.bigbasket.com/pd/40003162/milky-mist-curd-farm-fresh-500-g-pouch/
"Farm Fresh Curd/Dahi - Premium, No Preservatives",Milky Mist,92.0,89.0,https://www.bigbasket.com/media/uploads/p/l/1200180_4-milky-mist-curd-farm-fresh.jpg,2x500 g,"Bakery, Cakes & Dairy",Curd,https://www.bigbasket.com/pd/1200180/milky-mist-curd-farm-fresh-2x500-g/
