product_name,brand,price,discount_price,img_url,quantity,category,sub_category,absolute_url
Cardamom Green/Elakki,BB Popular,400.0,200.0,https://www.bigbasket.com/media/uploads/p/l/40073427_10-bb-popular-cardamomelaichi-green.jpg,100 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40073427/bb-popular-cardamomelaichi-green-100-g/
Sliced Jalapenos,HappyChef,179.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40200819_2-happychef-sliced-jalapenos.jpg,350 g,Gourmet & World Food,"Olive, Jalapeno, Gherkin",https://www.bigbasket.com/pd/40200819/happychef-sliced-jalapenos-350-g/
Pineapple and Pomegranate Cut,bb Combo,214.29,146.42,https://www.bigbasket.com/media/uploads/p/l/1202745_1-bb-combo-pineapple-and-pomegranate-cut.jpg,Combo,Fruits & Vegetables,"Cut Fruit, Tender Coconut",https://www.bigbasket.com/pd/1202745/bb-combo-pineapple-and-pomegranate-cut-combo/
"Dry Dates/Kharjura - Chuwara, Kharik",BB Royal,80.0,40.0,https://www.bigbasket.com/media/uploads/p/l/10000515_7-bb-royal-dry-dates-chuwara-kharik.jpg,100 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/10000515/bb-royal-dry-dates-chuwara-kharik-100-g-pouch/
"Dry Dates/Kharjura - Chuwara, Kharik",BB Royal,160.0,75.0,https://www.bigbasket.com/media/uploads/p/l/10000541_7-bb-royal-dry-dates-chuwara-kharik.jpg,200 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/10000541/bb-royal-dry-dates-chuwara-kharik-200-g-pouch/
UHT Cheese Slice - Made from Cow's Milk,Gowardhan,155.0,135.0,https://www.bigbasket.com/media/uploads/p/l/100356589_2-gowardhan-cheese-slices.jpg,200 g,"Bakery, Cakes & Dairy",Cheese,https://www.bigbasket.com/pd/100356589/gowardhan-cheese-slices-200-g-pouch/
Cheese Slice,Go ,430.0,239.5,https://www.bigbasket.com/media/uploads/p/l/100405167_3-go-cheese-slices.jpg,476 g,"Bakery, Cakes & Dairy",Cheese,https://www.bigbasket.com/pd/100405167/go-cheese-slices-476-g-pouch/
Fried Gram/Bengal Gram,BB Popular,40.0,27.0,https://www.bigbasket.com/media/uploads/p/l/40233625_1-bb-popular-fried-grambengal-gram.jpg,200 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40233625/bb-popular-fried-grambengal-gram-200-g-pouch/
Fried Gram/Bengal Gram,BB Popular,80.0,64.0,https://www.bigbasket.com/media/uploads/p/l/40233626_1-bb-popular-fried-grambengal-gram.jpg,500 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40233626/bb-popular-fried-grambengal-gram-500-g-pouch/
Fried Gram/Bengal Gram,BB Popular,160.0,125.0,https://www.bigbasket.com/media/uploads/p/l/40233627_1-bb-popular-fried-grambengal-gram.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40233627/bb-popular-fried-grambengal-gram-1-kg-pouch/
"Chicken - Gizzard, Antibiotic Residue-Free, 20-25 pcs",Fresho,151.0,93.5,https://www.bigbasket.com/media/uploads/p/l/10000920_11-fresho-chicken-gizzard-antibiotic-residue-free-20-25-pcs.jpg,500 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10000920/fresho-chicken-gizzard-antibiotic-residue-free-20-25-pcs-500-g/
Chicken - Gizzard,Fresho,235.0,169.0,https://www.bigbasket.com/media/uploads/p/l/10001011_3-fresho-chicken-gizzard.jpg,1 kg,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10001011/fresho-chicken-gizzard-1-kg/
Classic Hummus Dip & Spread,Wingreens Farms,200.0,120.0,https://www.bigbasket.com/media/uploads/p/l/40109974_3-wingreens-farms-classic-hulus-dip-spread.jpg,150 g,Gourmet & World Food,"Hummus, Cheese, Salsa Dip",https://www.bigbasket.com/pd/40109974/wingreens-farms-classic-hummus-dip-spread-150-g/
Green Moong - Whole,BB Popular,170.0,125.0,https://www.bigbasket.com/media/uploads/p/l/30010368_11-bb-popular-moong-green-wholesabut.jpg,1 kg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/30010368/bb-popular-moong-green-wholesabut-1-kg-pouch/
Green Moong - Whole,BB Popular,85.0,64.0,https://www.bigbasket.com/media/uploads/p/l/30010369_11-bb-popular-moong-green-wholesabut.jpg,500 g,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/30010369/bb-popular-moong-green-wholesabut-500-g-pouch/
Urad Gota - Whole,Super Saver,190.0,143.0,https://www.bigbasket.com/media/uploads/p/l/40159945_7-super-saver-urad-gota-whole.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40159945/super-saver-urad-gota-whole-1-kg/
Urad Gota - Whole,Super Saver,380.0,282.0,https://www.bigbasket.com/media/uploads/p/l/40159946_5-super-saver-urad-gota-whole.jpg,2 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40159946/super-saver-urad-gota-whole-2-kg/
Urad Gota - Whole,Super Saver,95.0,73.0,https://www.bigbasket.com/media/uploads/p/l/40159947_2-super-saver-urad-gota-whole.jpg,500 g,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40159947/super-saver-urad-gota-whole-500-g/
"Potato Chips - Cream & Onion, Crispy & Crunchy, Pack For Snacks",Bingo,20.0,17.0,https://www.bigbasket.com/media/uploads/p/l/254368_17-bingo-potato-chips-cream-onion.jpg,52 g,Snacks & Branded Foods,Chips & Corn Snacks,https://www.bigbasket.com/pd/254368/bingo-potato-chips-cream-onion-52-g-pouch/
Potato Chips - Cream & Onion,Bingo,60.0,43.35,https://www.bigbasket.com/media/uploads/p/l/1212000_4-bingo-potato-chips-cream-onion.jpg,3x52 g,Snacks & Branded Foods,Chips & Corn Snacks,https://www.bigbasket.com/pd/1212000/bingo-potato-chips-cream-onion-3x52-g/
Pumpkin - Disco,Fresho,41.56,16.0,https://www.bigbasket.com/media/uploads/p/l/40202912_1-fresho-pumpkin-disco.jpg,1 pc,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/40202912/fresho-pumpkin-disco-1-pc/
Mutton - Curry Cut 500 g + Rohu Fish Large Curry Cut/Bengali Cut 500 g,Fresho,1124.0,727.5,https://www.bigbasket.com/media/uploads/p/l/1221177_1-fresho-mutton-curry-cut-500-g-rohu-fish-large-curry-cutbengali-cut-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Mutton,https://www.bigbasket.com/pd/1221177/fresho-mutton-curry-cut-500-g-rohu-fish-large-curry-cutbengali-cut-500-g-combo/
"Organic - Urad Whole, Gota, Unpolished",BB Royal,230.0,155.0,https://www.bigbasket.com/media/uploads/p/l/40072496_13-bb-royal-organic-urad-whole-gota-unpolished.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072496/bb-royal-organic-urad-whole-gota-unpolished-1-kg/
"Organic - Urad Whole, Gota, Unpolished",BB Royal,116.0,83.0,https://www.bigbasket.com/media/uploads/p/l/40072497_14-bb-royal-organic-urad-whole-gota-unpolished.jpg,500 g,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072497/bb-royal-organic-urad-whole-gota-unpolished-500-g/
"Organic - Urad Whole (Gota), Unpolished",BB Royal,450.0,315.0,https://www.bigbasket.com/media/uploads/p/l/40109381_10-bb-royal-organic-urad-whole-gota-unpolished.jpg,2 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40109381/bb-royal-organic-urad-whole-gota-unpolished-2-kg/
Organic - Urad Whole (Gota),BB Royal,999.0,699.0,https://www.bigbasket.com/media/uploads/p/l/40203925_1-bb-royal-organic-urad-whole-gota.jpg,5 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40203925/bb-royal-organic-urad-whole-gota-5-kg/
Basmati Rice/Basmati Akki - Premium,BB Royal,140.0,104.0,https://www.bigbasket.com/media/uploads/p/l/40110352_8-bb-royal-basmati-rice-premium.jpg,1 kg,"Foodgrains, Oil & Masala",Basmati Rice,https://www.bigbasket.com/pd/40110352/bb-royal-basmati-rice-premium-1-kg/
Basmati Rice/Basmati Akki - Premium,BB Royal,700.0,499.0,https://www.bigbasket.com/media/uploads/p/l/40110353_7-bb-royal-basmati-rice-premium.jpg,5 kg,"Foodgrains, Oil & Masala",Basmati Rice,https://www.bigbasket.com/pd/40110353/bb-royal-basmati-rice-premium-5-kg/
Basmati Rice - Premium,BB Royal,280.0,204.0,https://www.bigbasket.com/media/uploads/p/l/1203478_1-bb-royal-basmati-rice-premium.jpg,2x1 kg,"Foodgrains, Oil & Masala",Basmati Rice,https://www.bigbasket.com/pd/1203478/bb-royal-basmati-rice-premium-2x1-kg/
Organic - Sooji/Rawa,BB Royal,88.0,65.0,https://www.bigbasket.com/media/uploads/p/l/40072490_15-bb-royal-organic-soojirawa.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Flours,https://www.bigbasket.com/pd/40072490/bb-royal-organic-soojirawa-1-kg/
Organic - Sooji/Rawa,BB Royal,45.0,35.0,https://www.bigbasket.com/media/uploads/p/l/40072491_15-bb-royal-organic-soojirawa.jpg,500 g,"Foodgrains, Oil & Masala",Organic Flours,https://www.bigbasket.com/pd/40072491/bb-royal-organic-soojirawa-500-g/
Organic - Sooji/Rawa,BB Royal,169.0,168.0,https://www.bigbasket.com/media/uploads/p/l/40125925_11-bb-royal-organic-soojirawa.jpg,2 kg,"Foodgrains, Oil & Masala",Organic Flours,https://www.bigbasket.com/pd/40125925/bb-royal-organic-soojirawa-2-kg/
"Pista - California, Roasted & Salted",BB Popular,1000.0,655.0,https://www.bigbasket.com/media/uploads/p/l/40178360_5-bb-popular-pista-california-roasted-salted.jpg,500 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/40178360/bb-popular-pista-california-roasted-salted-500-g/
"Pista - California, Roasted & Salted",BB Popular,200.0,133.0,https://www.bigbasket.com/media/uploads/p/l/40019557_5-bb-popular-pista-california-roasted-salted.jpg,100 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/40019557/bb-popular-pista-california-roasted-salted-100-g-pouch/
"Pista - California, Roasted & Salted",BB Popular,400.0,263.0,https://www.bigbasket.com/media/uploads/p/l/40178359_6-bb-popular-pista-california-roasted-salted.jpg,200 g,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/40178359/bb-popular-pista-california-roasted-salted-200-g/
Chicken - Soup Pieces,Fresho,207.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40163311_1-fresho-chicken-soup-pieces.jpg,900 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/40163311/fresho-chicken-soup-pieces-900-g-pouch/
Chana Dal,Super Saver,140.0,91.0,https://www.bigbasket.com/media/uploads/p/l/40159884_2-super-saver-chana-dal.jpg,1 kg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40159884/super-saver-chana-dal-1-kg/
Chana Dal,Super Saver,280.0,178.0,https://www.bigbasket.com/media/uploads/p/l/40159885_2-super-saver-chana-dal.jpg,2 kg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40159885/super-saver-chana-dal-2-kg/
Chana Dal,Super Saver,70.0,47.0,https://www.bigbasket.com/media/uploads/p/l/40159886_2-super-saver-chana-dal.jpg,500 g,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40159886/super-saver-chana-dal-500-g/
Til/Ellu - White,BB Royal,100.0,60.0,https://www.bigbasket.com/media/uploads/p/l/40053914_8-bb-royal-til-white.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40053914/bb-royal-til-white-200-g/
Gingelly/Sesame Cooking Oil,BB Royal Organic,450.0,310.0,https://www.bigbasket.com/media/uploads/p/l/40181477_7-bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil.jpg,1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40181477/bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil-1-l-spout-pack/
"Sesame/Gingelly Cooking Oil - Organic Cold Pressed, For Stir Fry Recipes, Salad Dressing",BB Royal Organic,900.0,620.0,https://www.bigbasket.com/media/uploads/p/l/1213837_1-bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil.jpg,2 x 1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/1213837/bb-royal-organic-cold-pressed-sesame-gingelly-cooking-oil-2-x-1-l-spout-pack/
"Sesame/Gingelly Cooking Oil - Organic Cold Pressed, For Stir Fry Recipes, Salad Dressing",BB Royal Organic,225.0,169.0,https://www.bigbasket.com/media/uploads/p/l/40244277_1-bb-royal-organic-sesamegingelly-cooking-oil-organic-cold-pressed-for-stir-fry-recipes-salad-dressing.jpg,500 ml,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40244277/bb-royal-organic-sesamegingelly-cooking-oil-organic-cold-pressed-for-stir-fry-recipes-salad-dressing-500-ml-spout-pack/
Quinoa Puffs - Spicy Garlic,GoodDiet,19.0,17.0,https://www.bigbasket.com/media/uploads/p/l/40167619_6-gooddiet-quinoa-puffs-spicy-garlic.jpg,30 g,Gourmet & World Food,"Healthy, Baked Snacks",https://www.bigbasket.com/pd/40167619/gooddiet-quinoa-puffs-spicy-garlic-30-g/
Quinoa Puffs - Spicy Garlic,GoodDiet,95.0,61.92,https://www.bigbasket.com/media/uploads/p/l/1208397_5-gooddiet-quinoa-puffs-spicy-garlic.jpg,5x30 g,Gourmet & World Food,"Healthy, Baked Snacks",https://www.bigbasket.com/pd/1208397/gooddiet-quinoa-puffs-spicy-garlic-5x30-g/
Farmlite Biscuit - Cookies Oats & Almonds,Sunfeast,65.0,51.5,https://www.bigbasket.com/media/uploads/p/l/40007921_10-sunfeast-farmlite-biscuit-cookies-oats-almonds.jpg,150 g,Snacks & Branded Foods,"Marie, Health, Digestive",https://www.bigbasket.com/pd/40007921/sunfeast-farmlite-biscuit-cookies-oats-almonds-150-g-carton/
Farmlite Biscuit - Oats & Almonds,Sunfeast,195.0,131.32,https://www.bigbasket.com/media/uploads/p/l/1202650_4-sunfeast-farmlite-biscuit-oats-almonds.jpg,3x150 g,Snacks & Branded Foods,"Marie, Health, Digestive",https://www.bigbasket.com/pd/1202650/sunfeast-farmlite-biscuit-oats-almonds-3x150-g/
Farmlite Biscuit - Oats & Almonds,Sunfeast,130.0,97.85,https://www.bigbasket.com/media/uploads/p/l/1206468_4-sunfeast-farmlite-biscuit-oats-almonds.jpg,2x150 g,Snacks & Branded Foods,"Marie, Health, Digestive",https://www.bigbasket.com/pd/1206468/sunfeast-farmlite-biscuit-oats-almonds-2x150-g/
Organic - Idly Rice 5kg + Organic - Urad Whole (Gota) 2kg,BB Royal,869.0,624.0,https://www.bigbasket.com/media/uploads/p/l/1204986_1-bb-royal-organic-idly-rice-5kg-organic-urad-whole-gota-2kg.jpg,Combo,"Foodgrains, Oil & Masala","Organic Rice, Other Rice",https://www.bigbasket.com/pd/1204986/bb-royal-organic-idly-rice-5kg-organic-urad-whole-gota-2kg-combo/
HappyChef 100% Durum Wheat Pasta-Spaghetti 500g & Knorr Pizza-Pasta Sauce 200g,bb Combo,215.0,159.0,https://www.bigbasket.com/media/uploads/p/l/1221479_1-bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g.jpg,Combo,Gourmet & World Food,Pastas & Spaghetti,https://www.bigbasket.com/pd/1221479/bb-combo-happychef-100-durum-wheat-pasta-spaghetti-500g-knorr-pizza-pasta-sauce-200g-combo/
Fruit Seeds Nuts Snacks,Fresho Signature,95.0,65.0,https://www.bigbasket.com/media/uploads/p/l/40076835_6-fresho-signature-fruit-seeds-nuts-snacks.jpg,50 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/40076835/fresho-signature-fruit-seeds-nuts-snacks-50-g/
Fruit Seeds Nuts Snacks,Fresho Signature,259.0,189.0,https://www.bigbasket.com/media/uploads/p/l/40076836_6-fresho-signature-fruit-seeds-nuts-snacks.jpg,150 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/40076836/fresho-signature-fruit-seeds-nuts-snacks-150-g/
Fruit Seeds Nuts Snacks,Fresho Signature,190.0,123.5,https://www.bigbasket.com/media/uploads/p/l/1201157_2-fresho-signature-fruit-seeds-nuts-snacks.jpg,2x50 g,Gourmet & World Food,Roasted Seeds & Nuts,https://www.bigbasket.com/pd/1201157/fresho-signature-fruit-seeds-nuts-snacks-2x50-g/
Dry Fruit Mix,Fresho Signature,510.0,362.7,https://www.bigbasket.com/media/uploads/p/l/1201150_2-fresho-signature-dry-fruit-mix.jpg,6x50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1201150/fresho-signature-dry-fruit-mix-6x50-g/
Dry Fruit Mix,Fresho Signature,170.0,123.5,https://www.bigbasket.com/media/uploads/p/l/1201148_3-fresho-signature-dry-fruit-mix.jpg,2x50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1201148/fresho-signature-dry-fruit-mix-2x50-g/
Mixed Fruit,Fresho Signature,85.0,65.0,https://www.bigbasket.com/media/uploads/p/l/40076829_6-fresho-signature-dry-fruit-mix.jpg,50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40076829/fresho-signature-dry-fruit-mix-50-g/
Mixed Fruit,Fresho Signature,195.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40076830_6-fresho-signature-dry-fruit-mix.jpg,150 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/40076830/fresho-signature-dry-fruit-mix-150-g/
Dry Fruit Mix,Fresho Signature,340.0,244.4,https://www.bigbasket.com/media/uploads/p/l/1201149_2-fresho-signature-dry-fruit-mix.jpg,4x50 g,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1201149/fresho-signature-dry-fruit-mix-4x50-g/
Instant Drink Mix - Lemon,Tang,140.0,105.0,https://www.bigbasket.com/media/uploads/p/l/277256_16-tang-instant-drink-mix-lemon.jpg,500 g,Beverages,Syrups & Concentrates,https://www.bigbasket.com/pd/277256/tang-instant-drink-mix-lemon-500-g-pouch/
Instant Drink Mix - Lemon,Tang,5.0,5.0,https://www.bigbasket.com/media/uploads/p/l/40122309_6-tang-instant-drink-mix-lemon.jpg,15.3 g,Beverages,Syrups & Concentrates,https://www.bigbasket.com/pd/40122309/tang-instant-drink-mix-lemon-153-g/
Basil Pesto,Wingreens Farms,250.0,183.0,https://www.bigbasket.com/media/uploads/p/l/30010737_4-wingreens-farms-basil-pesto.jpg,150 g,Gourmet & World Food,"Hummus, Cheese, Salsa Dip",https://www.bigbasket.com/pd/30010737/wingreens-farms-basil-pesto-150-g/
Mutton Curry Cut 1kg + Chicken Drumstick 500 g,Fresho,1735.0,996.0,https://www.bigbasket.com/media/uploads/p/l/1215096_1-fresho-mutton-curry-cut-1kg-chicken-drumstick-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/1215096/fresho-mutton-curry-cut-1kg-chicken-drumstick-500-g-combo/
Mutton - Curry Cut 500 g + Chicken Drumstick Without Skin 500 g,Fresho,1055.0,677.5,https://www.bigbasket.com/media/uploads/p/l/1221173_1-fresho-mutton-curry-cut-500-g-chicken-drumstick-without-skin-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Mutton,https://www.bigbasket.com/pd/1221173/fresho-mutton-curry-cut-500-g-chicken-drumstick-without-skin-500-g-combo/
"Catla Fish Large - Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 6-8 pcs",Fresho,416.0,299.0,https://www.bigbasket.com/media/uploads/p/l/20000962_4-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free.jpg,500 g,"Eggs, Meat & Fish",Fresh Water Fish,https://www.bigbasket.com/pd/20000962/fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-500-g/
"Catla Fish - Large, Curry Cut/Bengali Cut With Head & Tail, Preservative Free, 12-14 pcs",Fresho,628.0,451.0,https://www.bigbasket.com/media/uploads/p/l/10000755_27-fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-12-15-pcs.jpg,1 kg,"Eggs, Meat & Fish",Fresh Water Fish,https://www.bigbasket.com/pd/10000755/fresho-catla-fish-large-curry-cutbengali-cut-preservative-free-12-15-pcs-1-kg/
Mint - Organically Grown,Fresho,16.85,12.97,https://www.bigbasket.com/media/uploads/p/l/50000531_6-fresho-mint-organically-grown.jpg,100 g,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/50000531/fresho-mint-organically-grown-100-g/
Mint - Organically Grown,Fresho,168.49,129.74,https://www.bigbasket.com/media/uploads/p/l/40029981_3-fresho-mint-organically-grown.jpg,1 kg,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/40029981/fresho-mint-organically-grown-1-kg/
Mutton - Curry Cut 500 g + Basa Fish Fillet 500 g,Fresho,1278.0,643.0,https://www.bigbasket.com/media/uploads/p/l/1221176_1-fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g.jpg,Combo,"Eggs, Meat & Fish",Fresh Mutton,https://www.bigbasket.com/pd/1221176/fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g-combo/
"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",Sunfeast,150.0,106.5,https://www.bigbasket.com/media/uploads/p/l/40110218_2-sunfeast-choco-pie-dark-fantasy-yumfills-pie.jpg,253 g,Snacks & Branded Foods,Cream Biscuits & Wafers,https://www.bigbasket.com/pd/40110218/sunfeast-choco-pie-dark-fantasy-yumfills-pie-253-g/
Nacho Chips - Sweet Chilli,Tasties,80.0,58.67,https://www.bigbasket.com/media/uploads/p/l/1212650_2-tasties-nacho-chips-sweet-chilli.jpg,2x60 g,Gourmet & World Food,Nachos & Chips,https://www.bigbasket.com/pd/1212650/tasties-nacho-chips-sweet-chilli-2x60-g/
Nacho Chips - Sweet Chilli,Tasties,40.0,32.0,https://www.bigbasket.com/media/uploads/p/l/40196819_4-tasties-nacho-chips-sweet-chilli.jpg,60 g,Gourmet & World Food,Nachos & Chips,https://www.bigbasket.com/pd/40196819/tasties-nacho-chips-sweet-chilli-60-g/
"100% Pure Honey, 250 g + Oats, 1 Kg",BB Royal,319.0,237.5,https://www.bigbasket.com/media/uploads/p/l/1214758_1-bb-royal-100-pure-honey-250-g-oats-1-kg.jpg,Combo,Snacks & Branded Foods,Honey,https://www.bigbasket.com/pd/1214758/bb-royal-100-pure-honey-250-g-oats-1-kg-combo/
"100% Pure Honey, 1 kg + Oats, 1 kg",BB Royal,649.0,422.51,https://www.bigbasket.com/media/uploads/p/l/1214177_1-bb-royal-100-pure-honey-1-kg-oats-1-kg.jpg,Combo,Snacks & Branded Foods,Honey,https://www.bigbasket.com/pd/1214177/bb-royal-100-pure-honey-1-kg-oats-1-kg-combo/
50% Less Calories Sugar/Sakkare,Sugarlite,99.0,50.0,https://www.bigbasket.com/media/uploads/p/l/40140650_6-sugarlite-50-less-calories-sugar.jpg,500 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40140650/sugarlite-50-less-calories-sugar-500-g-pouch/
50% Less Calories Sugar,Sugarlite,198.0,65.0,https://www.bigbasket.com/media/uploads/p/l/1212739_1-sugarlite-50-less-calories-sugar.jpg,2x500 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/1212739/sugarlite-50-less-calories-sugar-2x500-g/
50% Less Calories Sugar,Sugarlite,30.0,30.0,https://www.bigbasket.com/media/uploads/p/l/40162647_4-sugarlite-50-less-calories-sugar.jpg,100 g,"Foodgrains, Oil & Masala",Sugarfree Sweeteners,https://www.bigbasket.com/pd/40162647/sugarlite-50-less-calories-sugar-100-g-pouch/
Ginger Garlic Paste,Mother's Recipe ,145.0,100.0,https://www.bigbasket.com/media/uploads/p/l/40180387_3-mothers-recipe-ginger-garlic-paste.jpg,500 g,"Foodgrains, Oil & Masala",Cooking Pastes,https://www.bigbasket.com/pd/40180387/mothers-recipe-ginger-garlic-paste-500-g-0/
Butter - Pasteurised,Fresho,55.0,44.0,https://www.bigbasket.com/media/uploads/p/l/40224136_2-fresho-fresho-butter-pasteurised.jpg,100 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/40224136/fresho-fresho-butter-pasteurised-100-g-monocarton/
Butter - Pasteurised,Fresho,260.0,240.0,https://www.bigbasket.com/media/uploads/p/l/40224137_2-fresho-fresho-butter-pasteurised.jpg,500 g,"Bakery, Cakes & Dairy",Butter & Margarine,https://www.bigbasket.com/pd/40224137/fresho-fresho-butter-pasteurised-500-g-monocarton/
Jaggery - Square,BB Royal,100.0,70.0,https://www.bigbasket.com/media/uploads/p/l/10000491_6-bb-royal-jaggery-square.jpg,1 kg,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/10000491/bb-royal-jaggery-square-1-kg/
Kashmiri Chilly Powder,Eastern,65.0,65.0,https://www.bigbasket.com/media/uploads/p/l/100270866_4-eastern-kashmiri-chilly-powder.jpg,100 g,"Foodgrains, Oil & Masala",Powdered Spices,https://www.bigbasket.com/pd/100270866/eastern-kashmiri-chilly-powder-100-g-pouch/
Kashmiri Chilly Powder,Eastern,160.0,120.0,https://www.bigbasket.com/media/uploads/p/l/100270868_3-eastern-kashmiri-chilly-powder.jpg,250 g,"Foodgrains, Oil & Masala",Powdered Spices,https://www.bigbasket.com/pd/100270868/eastern-kashmiri-chilly-powder-250-g-pouch/
Coriander/Dhania Powder,BB Royal,40.0,29.0,https://www.bigbasket.com/media/uploads/p/l/40077187_9-bb-royal-corianderdhania-powder.jpg,100 g,"Foodgrains, Oil & Masala",Powdered Spices,https://www.bigbasket.com/pd/40077187/bb-royal-corianderdhania-powder-100-g/
Coriander/Dhania Powder,BB Royal,80.0,57.0,https://www.bigbasket.com/media/uploads/p/l/40077188_9-bb-royal-corianderdhania-powder.jpg,200 g,"Foodgrains, Oil & Masala",Powdered Spices,https://www.bigbasket.com/pd/40077188/bb-royal-corianderdhania-powder-200-g/
Coriander/Dhania Powder,BB Royal,200.0,140.0,https://www.bigbasket.com/media/uploads/p/l/40077189_10-bb-royal-corianderdhania-powder.jpg,500 g,"Foodgrains, Oil & Masala",Powdered Spices,https://www.bigbasket.com/pd/40077189/bb-royal-corianderdhania-powder-500-g/
Sweet & Salty Dry Fruit Munchies,Fresho Signature,305.0,198.99,https://www.bigbasket.com/media/uploads/p/l/1212098_1-fresho-signature-sweet-salty-dry-fruit-munchies.jpg,Combo,Gourmet & World Food,Dry Fruits & Berries,https://www.bigbasket.com/pd/1212098/fresho-signature-sweet-salty-dry-fruit-munchies-combo/
