id,createdAt,updatedAt,product_name,brand,price,discount_price,img_url,quantity,category,sub_category,absolute_url
3837f691-9589-41f3-901b-96f59a6a2bfb,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Soft Light Moisturizer - With Vitamin E & Jojoba Oil, Instant Hydration, Non-Greasy Cream, For Face, Hand & Body",Nivea,310,217,https://www.bigbasket.com/media/uploads/p/l/255207_6-nivea-soft-light-moisturiser-for-face-hand-body-non-sticky-cream-with-vitamin-e-jojoba-oil.jpg,200 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/255207/nivea-soft-light-moisturiser-for-face-hand-body-non-sticky-cream-with-vitamin-e-jojoba-oil-200-ml/
ba2e0639-9bc0-4a42-8981-f144a6b6de1f,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Soft Light Moisturizer - With Vitamin E & Jojoba Oil, For Face, Hand & Body, Instant Hydration, Non-greasy Cream",Nivea,185,148,https://www.bigbasket.com/media/uploads/p/l/258583_5-nivea-soft-light-moisturiser-for-face-hand-body-non-sticky-cream-with-vitamin-e-jojoba-oil.jpg,100 ml,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/258583/nivea-soft-light-moisturiser-for-face-hand-body-non-sticky-cream-with-vitamin-e-jojoba-oil-100-ml/
edf01eab-ce43-4824-b455-146f48d0d620,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Mint Leaves - Cleaned, without roots",Fresho,13.51,6.5,https://www.bigbasket.com/media/uploads/p/l/10000137_19-fresho-mint-leaves-cleaned-without-roots.jpg,100 g,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/10000137/fresho-mint-leaves-cleaned-without-roots-100-g/
e7a46600-c7db-454b-90c5-164c67d95ec1,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,"Mint Leaves - Cleaned, without roots",Fresho,135.06,61.5,https://www.bigbasket.com/media/uploads/p/l/10000329_15-fresho-mint-leaves-cleaned-without-roots.jpg,1 kg,Fruits & Vegetables,Leafy Vegetables,https://www.bigbasket.com/pd/10000329/fresho-mint-leaves-cleaned-without-roots-1-kg/
9bf8e2d0-d607-471b-aed9-012edac2255f,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Black Pepper/Kari Menasu,BB Popular,280,188,https://www.bigbasket.com/media/uploads/p/l/40073432_7-bb-popular-black-pepperkali-mirch.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40073432/bb-popular-black-pepperkali-mirch-200-g-pouch/
2fbb1829-15ff-4b6a-a9f5-5f322f6db925,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Black Pepper/Kari Menasu,BB Popular,70,48,https://www.bigbasket.com/media/uploads/p/l/40073430_8-bb-popular-black-pepperkali-mirch.jpg,50 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40073430/bb-popular-black-pepperkali-mirch-50-g/
7671d14a-29d2-40fa-88c5-390276fbe8a1,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Black Pepper/Kari Menasu,BB Popular,140,95,https://www.bigbasket.com/media/uploads/p/l/40073431_10-bb-popular-black-pepperkali-mirch.jpg,100 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40073431/bb-popular-black-pepperkali-mirch-100-g-pouch/
1db82711-3f39-4ed2-a48a-4d046bdd3f7c,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Brinjal - Varikatri (Loose),Fresho,71.43,39,https://www.bigbasket.com/media/uploads/p/l/10000058_20-fresho-brinjal-varikatri.jpg,1 kg,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000058/fresho-brinjal-varikatri-1-kg/
75e01549-2dcd-4752-841c-b63a3aafd6ea,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Brinjal - Varikatri (Loose),Fresho,17.86,10,https://www.bigbasket.com/media/uploads/p/l/10000059_20-fresho-brinjal-varikatri.jpg,250 g,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000059/fresho-brinjal-varikatri-250-g/
5acaa5db-6cd6-4c3e-9f40-8caf57c34644,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Brinjal - Varikatri (Loose),Fresho,35.71,19.5,https://www.bigbasket.com/media/uploads/p/l/10000060_21-fresho-brinjal-varikatri.jpg,500 g,Fruits & Vegetables,"Beans, Brinjals & Okra",https://www.bigbasket.com/pd/10000060/fresho-brinjal-varikatri-500-g/
550a51a1-ee55-470e-9e1b-c67c58cc1eaa,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Tamarind/Imli - Deseeded,BB Royal,80,50,https://www.bigbasket.com/media/uploads/p/l/40056540_7-bb-royal-tamarindimli-deseeded.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40056540/bb-royal-tamarindimli-deseeded-200-g/
40cc343f-a306-49d6-9b39-aa8f94c5a003,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Tamarind/Imli - Deseeded,BB Royal,400,232,https://www.bigbasket.com/media/uploads/p/l/20000486_6-bb-royal-deseeded-tamarindimli.jpg,1 kg,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/20000486/bb-royal-deseeded-tamarindimli-1-kg/
9934b534-0aa9-4402-9243-f08f116b4963,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Tamarind/Imli - Deseeded,BB Royal,200,120,https://www.bigbasket.com/media/uploads/p/l/20000487_4-bb-royal-deseeded-tamarindimli.jpg,500 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/20000487/bb-royal-deseeded-tamarindimli-500-g-pouch/
66a7231c-3146-4a2b-b62c-82b2fc85f576,2024-11-17T20:36:29.476634,2024-11-17T20:36:29.476634,Phool Makhana,BB Royal,400,225,https://www.bigbasket.com/media/uploads/p/l/40128952_4-bb-royal-phool-makhana.jpg,200 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40128952/bb-royal-phool-makhana-200-g/
